rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,country,subjects_offered,year,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_ratio,male_ratio
100.0,Autonomous University of San Luis Potosi,10.7,10320.0,17.8,1085.0,29.0,1007.0,34.6,1278.0,7.4,1378.0,11.9,1277.0,Mexico,"Electrical & Electronic Engineering,Sociology,Communication & Media Studies,Veterinary Science,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Medicine & Dentistry,Economics & Econometrics,Geography,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Law,Mechanical & Aerospace Engineering,Architecture,Psychology,Accounting & Finance,Chemistry,Other Health,Education,Civil Engineering,Chemical Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Mathematics & Statistics,Archaeology,Biological Sciences,Art, Performing Arts & Design",2021-01-01,32012.0,9.5,1.0,51.0,49.0
100.0,Autonomous University of Sinaloa,10.7,10330.0,13.3,1380.0,26.2,1067.0,35.3,1115.0,7.9,1340.0,14.3,1225.0,Mexico,"History, Philosophy & Theology,Other Health,Civil Engineering,Physics & Astronomy,Geography,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Business & Management,Veterinary Science,Psychology,Accounting & Finance,Computer Science,Chemical Engineering,Chemistry,General Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Architecture,Law,Agriculture & Forestry,Medicine & Dentistry,Sport Science,Economics & Econometrics,Education,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Mathematics & Statistics,Sociology",2021-01-01,72792.0,21.5,0.0,52.0,48.0
100.0,Azarbaijan Shahid Madani University,10.7,10340.0,18.1,1059.0,14.8,1382.0,36.6,943.0,12.6,975.0,23.7,1034.0,Iran,"Civil Engineering,Psychology,Mechanical & Aerospace Engineering,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Agriculture & Forestry,Electrical & Electronic Engineering,Sociology,Education,Sport Science,Chemical Engineering,Biological Sciences,History, Philosophy & Theology,Law,Computer Science,Chemistry",2021-01-01,6329.0,23.9,0.0,62.0,38.0
100.0,Bahauddin Zakariya University,10.7,10350.0,13.6,1368.0,35.1,884.0,34.4,1335.0,9.0,1256.0,19.8,1108.0,Pakistan,"Biological Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Veterinary Science,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Electrical & Electronic Engineering,Psychology,Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Accounting & Finance,Sociology,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management,Geography,Law",2021-01-01,28135.0,34.5,0.0,43.0,57.0
100.0,Bahçeşehir University,10.7,10360.0,18.5,1037.0,40.8,751.0,53.7,293.0,14.8,828.0,14.7,1222.0,Turkey,"Mathematics & Statistics,Accounting & Finance,Psychology,Computer Science,Chemistry,Medicine & Dentistry,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Business & Management,Sociology,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Law,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Education,Art, Performing Arts & Design,Civil Engineering",2021-01-01,16458.0,38.3,12.0,48.0,52.0
100.0,Banasthali University,10.7,10370.0,33.0,363.0,18.7,1277.0,39.3,705.0,10.0,1169.0,11.1,1292.0,India,"Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Chemistry,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Art, Performing Arts & Design,Biological Sciences,Geography,Physics & Astronomy,Communication & Media Studies,Mathematics & Statistics,Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies)",2021-01-01,10355.0,19.1,4.0,95.0,5.0
100.0,Bandung Institute of Technology (ITB),10.7,10380.0,22.0,794.0,34.0,903.0,89.9,58.0,16.7,754.0,16.3,1184.0,Indonesia,"Art, Performing Arts & Design,Architecture,Other Health,Computer Science,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Agriculture & Forestry,Biological Sciences,Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Business & Management",2021-01-01,17382.0,10.5,2.0,41.0,59.0
100.0,Bashkir State University,10.7,10390.0,17.0,1159.0,16.7,1336.0,36.9,908.0,8.1,1331.0,4.5,1384.0,Russian Federation,"Computer Science,Geography,History, Philosophy & Theology,General Engineering,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Law,Chemical Engineering,Education,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sociology,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Psychology,Physics & Astronomy",2021-01-01,15236.0,11.1,3.0,63.0,37.0
100.0,Başkent University,10.7,10400.0,21.4,833.0,14.2,1390.0,40.1,655.0,10.9,1092.0,4.8,1382.0,Turkey,"Accounting & Finance,Law,Psychology,Sociology,Architecture,Sport Science,Agriculture & Forestry,Civil Engineering,Other Health,Computer Science,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Economics & Econometrics,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Education,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics",2021-01-01,12516.0,11.0,0.0,53.0,47.0
100.0,Belarusian State University,10.7,10410.0,21.3,839.0,58.1,412.0,42.4,534.0,9.7,1204.0,13.3,1247.0,Belarus,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Politics & International Studies (incl Development Studies),Biological Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering",2021-01-01,27101.0,8.4,9.0,55.0,45.0
100.0,Belgorod State National Research University,10.7,10420.0,19.1,998.0,41.8,727.0,43.7,487.0,9.9,1183.0,20.4,1094.0,Russian Federation,"Physics & Astronomy,Economics & Econometrics,Biological Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Chemistry,Education,Psychology,Accounting & Finance,History, Philosophy & Theology,Geography,Medicine & Dentistry,Business & Management,General Engineering,Law,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Sociology,Computer Science",2021-01-01,13175.0,13.4,18.0,65.0,35.0
100.0,Benemérita Universidad Autónoma de Puebla,10.7,10430.0,16.0,1250.0,25.7,1089.0,34.7,1249.0,7.9,1342.0,12.2,1270.0,Mexico,"Other Health,Biological Sciences,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Economics & Econometrics,General Engineering,Psychology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Architecture,Accounting & Finance,Sport Science,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Physics & Astronomy,Chemical Engineering,Civil Engineering,Sociology",2021-01-01,69982.0,33.2,1.0,53.0,47.0
100.0,University of Bío-Bío,10.7,10440.0,13.2,1382.0,46.6,618.0,37.3,866.0,8.4,1313.0,7.9,1347.0,Chile,"Electrical & Electronic Engineering,Chemical Engineering,Sociology,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Communication & Media Studies,Chemistry,Psychology,Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Biological Sciences,Architecture,Geography,History, Philosophy & Theology,Other Health",2021-01-01,12955.0,24.7,1.0,42.0,58.0
100.0,University of Birjand,10.7,10450.0,16.4,1224.0,16.7,1337.0,34.6,1280.0,8.0,1333.0,8.6,1333.0,Iran,"Sport Science,Mathematics & Statistics,Agriculture & Forestry,Electrical & Electronic Engineering,Geography,Law,Psychology,Mechanical & Aerospace Engineering,Civil Engineering,Chemistry,Sociology,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Archaeology,Geology, Environmental, Earth & Marine Sciences",2021-01-01,11000.0,24.4,1.0,64.0,36.0
100.0,"Birla Institute of Technology and Science, Pilani",10.7,10460.0,19.7,950.0,16.4,1349.0,35.3,1117.0,10.9,1093.0,30.8,924.0,India,"Politics & International Studies (incl Development Studies),Sport Science,Business & Management,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Chemical Engineering,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Education,Communication & Media Studies,History, Philosophy & Theology,General Engineering,Medicine & Dentistry,Agriculture & Forestry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Sociology,Chemistry,Psychology,Mechanical & Aerospace Engineering,Biological Sciences",2021-01-01,13535.0,17.4,1.0,20.0,80.0
100.0,University of Biskra,10.7,10470.0,15.7,1266.0,32.5,930.0,34.4,1338.0,7.3,1384.0,14.0,1231.0,Algeria,"Architecture,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,Education,Psychology,Civil Engineering,Chemistry,Chemical Engineering,Business & Management,Agriculture & Forestry,Sociology,Geography,Sport Science,Communication & Media Studies,General Engineering,Physics & Astronomy,Biological Sciences,Economics & Econometrics",2021-01-01,34037.0,24.5,1.0,60.0,40.0
100.0,University of Brawijaya,10.7,10480.0,16.0,1252.0,21.4,1202.0,36.3,977.0,8.5,1305.0,8.3,1339.0,Indonesia,"Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Biological Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Architecture,Law,Agriculture & Forestry,Veterinary Science,Computer Science,Communication & Media Studies,Civil Engineering,General Engineering,Accounting & Finance,Chemistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Medicine & Dentistry",2021-01-01,52975.0,18.9,1.0,54.0,46.0
100.0,Brno University of Technology,10.7,10490.0,18.6,1029.0,52.2,511.0,41.2,595.0,15.6,799.0,21.7,1074.0,Czech Republic,"Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Computer Science,Sport Science,Chemical Engineering,Civil Engineering,Art, Performing Arts & Design,Chemistry,Architecture,Business & Management,Mechanical & Aerospace Engineering",2021-01-01,20275.0,19.6,22.0,29.0,71.0
100.0,Bu-Ali Sina University,10.7,10500.0,22.2,786.0,16.0,1356.0,35.3,1118.0,15.3,808.0,25.8,999.0,Iran,"Education,Veterinary Science,Archaeology,Agriculture & Forestry,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemistry,Chemical Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sport Science,Sociology,Computer Science,Psychology,General Engineering",2021-01-01,11609.0,26.3,1.0,53.0,47.0
100.0,University of Bucharest,10.7,10510.0,18.2,1052.0,27.4,1048.0,36.2,986.0,10.6,1117.0,15.1,1208.0,Romania,"Computer Science,Sociology,Education,Chemistry,Communication & Media Studies,Geography,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sport Science,Law",2021-01-01,30192.0,17.5,2.0,68.0,32.0
100.0,Budapest University of Technology and Economics,10.7,10520.0,17.4,1126.0,34.7,888.0,44.0,476.0,15.8,793.0,25.3,1010.0,Hungary,"Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Physics & Astronomy,General Engineering,Business & Management,Computer Science,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Architecture,Mechanical & Aerospace Engineering,Civil Engineering,Psychology,Mathematics & Statistics,Education",2021-01-01,18219.0,16.9,7.0,33.0,67.0
100.0,University of Burgos,10.7,10530.0,20.8,879.0,34.2,898.0,37.5,845.0,12.0,1016.0,25.7,1002.0,Spain,"Education,Other Health,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Architecture,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Veterinary Science,General Engineering,Biological Sciences,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Medicine & Dentistry,Archaeology,Geography,Economics & Econometrics,Physics & Astronomy,Agriculture & Forestry,Sport Science,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design",2021-01-01,7369.0,13.4,3.0,53.0,47.0
100.0,"California State University, Long Beach",10.7,10540.0,23.1,746.0,37.3,834.0,35.9,1018.0,10.1,1162.0,27.3,978.0,United States,"History, Philosophy & Theology,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Geography,Biological Sciences,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Education,Chemical Engineering,Sociology,Economics & Econometrics,Other Health,Mathematics & Statistics,Accounting & Finance,Communication & Media Studies,Physics & Astronomy",2021-01-01,30595.0,19.7,4.0,58.0,42.0
100.0,Canterbury Christ Church University,10.7,10550.0,16.4,1225.0,42.4,713.0,34.4,1341.0,11.3,1064.0,20.1,1103.0,United Kingdom,"Medicine & Dentistry,Business & Management,Mechanical & Aerospace Engineering,Law,Communication & Media Studies,Psychology,General Engineering,Biological Sciences,Other Health,Education,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Art, Performing Arts & Design,Archaeology,Chemistry,Computer Science,Languages, Literature & Linguistics,Sport Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering",2021-01-01,11386.0,16.9,12.0,68.0,32.0
